StartDate,EndDate,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,A_.0,E.1,E.2,A.1_1,A.1_2,A.1_3,A.1_4,A.1_5,A.1_6,A.1_7,A.1_8,A.1_9,A.1_10,A.1_11,A.1_12,A.1_13,A.2_1,A.2.1a,A.2.1b,A.3_1,A.3_1_TEXT,A.3_1_Text_Freq,A.3_2,A.3_2_TEXT,A.3_2_TEXT_Freq,A.3_3,A.3_3_TEXT,A.3_3_TEXT_Freq,A.4,A.5,A.5_Descript_Code,A.6,A.6_a,A.7_1,A.8,A.8_1a,B.2,B.3,B.4,B.4_1,B.5,B.5_A,B.5_B,B.5_C,B.6,B.6_A,B.7,B.8_1,B.8_2,B.8_3,B.8_4,B.8_5,B.8_6,B.9__1,B.9__1_TEXT,B.9_1_TEXT_Category,B.9__2,B.9__2_TEXT,B.9_2_TEXT_Category,B.9__3,B.9__3_TEXT,B.9_3_TEXT_Category,B.10_1,B.10_2,B.10_3,B.10_4,B.10_5,B.10_6,B.10_7,B.10_8,B.10_9,B.10_10,B.11__1,B.11__1_TEXT,B.11_1_Category,B.11__2,B.11__2_TEXT,B.11_2_Category,B.11__3,B.11__3_TEXT,B.11_3_Category,B.12,B.12_A,B.12_B,C.1,C.3,C.4,C.4_16_TEXT,C.5,C.6,C.6_14_TEXT,C.7,C.8,C.8_11_TEXT,C.9,C.10,C.10_1,C.10_1_Classes,C.11,C.11_1,C.11_2,C.11_3,C.11_4,C.11_5,C.11_5_TEXT,D,filter_$,C.10_1_Classfix
2/14/2024 23:24:19,2/14/2024 23:25:52,100,93,1,2/14/2024 23:25:53,R_63gaNbU5xk43rPG,40.6981,-73.7045,EN,1,97,1,6,5,6,7,4,5,4,5,7,5,6,4,5, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,7,7,7,6,5,6, , , , , , , , , ,4,4,3,4,3,4,4,3,4,4,-99, , ,-99, , ,-99, , , , , ,1,12,12, ,16,10, ,12,7, ,5,40 years,40,5,26,1,1,1,1, , ,26,1,8
2/14/2024 23:33:51,2/14/2024 23:35:36,100,104,1,2/14/2024 23:35:36,R_3mZYCCABHoq5onG,27.2621,-80.3835,EN,1,91,1,6,6,4,6,5,6,5,5,5,6,6,5,6, , , , , , ,-99, , ,-99, , ,2, , , , ,7, , ,1,1, , , , , , , , ,1,6,7,6,7,5,6, , , , , , , , , ,3,3,3,3,3,4,4,4,4,3,-99, , ,-99, , ,-99, , , , , ,1,12,13, ,16,11, ,12,4, ,5,40 years,40,5,26,1,1,1,1, , ,26,1,8
2/14/2024 23:51:10,2/14/2024 23:52:51,100,101,1,2/14/2024 23:52:51,R_3ManuwsaOvEdwPO,34.2773,-118.5001,EN,1,66,1,6,4,7,7,6,6,7,6,5,7,7,7,6, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,6,7,7,6,5,6, , , , , , , , , ,3,3,3,3,3,4,3,3,4,4,-99, , ,-99, , ,-99, , , , , ,1,12,12, ,16,11, ,12,4, ,5,40 years,40,5,26,1,1,1,1, , ,26,1,8
2/14/2024 23:59:03,2/15/2024 0:00:41,100,97,1,2/15/2024 0:00:41,R_5wsMawaSUwu9ksb,41.9609,-72.7957,EN,1,83,1,7,6,6,7,5,7,5,5,6,5,6,7,4, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,7,6,7,6,5,6, , , , , , , , , ,3,4,4,3,4,4,4,3,4,4,-99, , ,-99, , ,-99, , , , , ,1,12,12, ,16,11, ,12,6, ,5,40 years,40,5,26,1,1,1,1, , ,26,1,8
2/15/2024 0:04:12,2/15/2024 0:05:48,100,96,1,2/15/2024 0:05:49,R_7JssZlpJN5TyXJL,38.8224,-76.9466,EN,1,90,1,7,6,5,6,6,4,7,6,4,5,5,4,7, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,6,7,7,6,7,6, , , , , , , , , ,4,3,3,4,4,4,3,3,3,3,-99, , ,-99, , ,-99, , , , , ,1,12,13, ,16,11, ,12,5, ,5,40 years,40,5,26,1,1,1,1, , ,26,1,8
2/15/2024 0:12:19,2/15/2024 0:14:00,100,100,1,2/15/2024 0:14:01,R_6v38G3zU6AfbqZm,33.7215,-118.0509,EN,1,80,1,5,4,6,7,5,6,5,7,6,4,6,4,5, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,7,6,6,7,6,6, , , , , , , , , ,4,4,4,3,3,4,3,4,4,4,-99, , ,-99, , ,-99, , , , , ,1,12,13, ,16,11, ,12,5, ,5,40 years,40,5,26,1,1,1,1, , ,26,1,8
2/15/2024 0:22:51,2/15/2024 0:24:41,100,110,1,2/15/2024 0:24:41,R_7g7uXoHmQISA7B2,30.3214,-93.205,EN,1,87,1,5,4,7,6,5,4,7,6,6,4,6,4,6, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,7,7,6,5,6,7, , , , , , , , , ,3,3,4,4,3,3,4,4,3,4,-99, , ,-99, , ,-99, , , , , ,1,12,12, ,17,11, ,12,7, ,5,40 years,40,5,26,1,1,1,1, , ,26,1,8
2/15/2024 4:20:32,2/15/2024 4:22:03,100,91,1,2/15/2024 4:22:03,R_7RdW5x8RN5o9yU1,33.1371,-96.7488,EN,1,98,1,6,5,6,5,4,6,6,6,7,7,6,7,7, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,7,7,6,5,6,6, , , , , , , , , ,3,3,3,4,4,4,3,3,3,3,-99, , ,-99, , ,-99, , , , , ,1,12,12, ,16,10, ,12,4, ,5,40 years,40,5,26,1,1,1,1, , ,26,1,8
2/13/2024 19:12:17,2/13/2024 19:17:35,100,317,1,2/13/2024 19:17:35,R_7rHtThdZyyKSXRq,33.6416,-96.6146,EN,1,55,1,5,4,2,6,4,1,4,3,1,1,2,5,3, , , , , , ,-99, , ,-99, , ,1, , , , ,1, , ,1,1, , , , , , , , ,1,2,3,3,3,2,2, , , , , , , , , ,2,2,2,3,1,2,1,1,1,3,-99, , ,-99, , ,-99, , , , , ,1,13,13, ,17,11, ,12,4, ,5,40   years,40,5,26,1,1,1, , , ,26,1,8
2/13/2024 19:22:12,2/13/2024 19:24:45,100,152,1,2/13/2024 19:24:46,R_7Li1UEFmEeJHF2B,29.1052,-82.0955,EN,1,57,1,6,7,4,5,5,7,6,4,5,6,5,5,4, , , , , , ,-99, , ,-99, , ,2, , , , ,7, , ,1,1, , , , , , , , ,1,6,7,7,6,5,7, , , , , , , , , ,3,3,4,3,4,3,2,4,3,3,-99, , ,-99, , ,-99, , , , , ,1,16,12, ,17,13, ,14,4, ,5,40   years,40,5,26,1,1,1,1, , ,26,1,8
2/13/2024 19:38:19,2/13/2024 19:41:48,100,209,1,2/13/2024 19:41:49,R_16Dr6fR9kPUxKxP,31.2232,-92.3203,EN,1,60,1,4,5,5,3,4,4,4,3,6,6,5,2,2, , , , , , ,-99, , ,-99, , ,2, , , , ,7, , ,1,1, , , , , , , , ,1,7,7,6,6,6,7,1, , ,1, , ,1, , ,3,4,3,3,4,3,4,4,4,4,-99, , ,-99, , ,-99, , , , , ,1,15,12, ,17,11, ,12,4, ,4,40   years,40,5,26,1,1,1,1, , ,26,1,8
2/13/2024 20:11:02,2/13/2024 20:13:12,100,130,1,2/13/2024 20:13:13,R_6DT2BXBfPZGRrCo,33.683,-112.3518,EN,1,66,1,4,6,4,3,2,6,4,6,4,5,4,7,2, , , , , , ,-99, , ,-99, , ,2, , , , ,7, , ,1,1, , , , , , , , ,1,5,7,7,7,6,6, , , , , , , , , ,3,2,3,2,2,3,2,3,2,3,-99, , ,-99, , ,-99, , , , , ,1,13,13, ,16,11, ,12,4, ,7,40   years,40,5,26,1,1,1,1, , ,26,1,8
2/13/2024 20:47:17,2/13/2024 20:49:19,100,121,1,2/13/2024 20:49:19,R_6pmwp6krvCwRsvi,42.9155,-78.8822,EN,1,61,1,6,6,7,6,4,6,7,5,4,4,6,7,4, , , , , , ,-99, , ,-99, , ,2, , , , ,7, , ,1,1, , , , , , , , ,1,5,6,7,4,7,6, , , , , , , , , ,4,3,3,3,3,3,4,4,4,4,-99, , ,-99, , ,-99, , , , , ,1,15,12, ,14,8, ,13,5, ,5,40   years,40,5,26,1,1,1,1, , ,26,1,8
2/13/2024 21:08:17,2/13/2024 21:10:26,100,129,1,2/13/2024 21:10:27,R_6dGZiNAPPK7IWPj,40.9186,-73.8619,EN,1,4,1,5,6,7,7,6,5,5,7,4,4,6,7,7, , , , , , ,-99, , ,-99, , ,2, , , , ,7, , ,1,1, , , , , , , , ,1,5,6,7,7,6,6, , , , , , , , , ,4,4,3,3,4,3,4,3,3,3,-99, , ,-99, , ,-99, , , , , ,1,13,12, ,16,10, ,12,4, ,5,40   years,40,5,26,1,1,1,1, , ,26,1,8
2/13/2024 21:20:57,2/13/2024 21:24:20,100,202,1,2/13/2024 21:24:21,R_5Bs4UBy3cQgsH2V,41.6021,-93.6124,EN,1,66,1,4,5,5,5,4,5,7,6,6,6,5,6,5, , , , , , ,-99, , ,-99, , ,2, , , , ,2, , ,1,1, , , , , , , , ,2,-99,-99,-99,-99,-99,-99, , , , , , , , , ,2,2,1,3,2,2,3,2,2,2,-99, , ,-99, , ,-99, , , , , ,1,15,12, ,17,11, ,12,4, ,5,40   years,40,5,26,1,1,1,1, , ,26,1,8
2/13/2024 21:25:09,2/13/2024 21:27:45,100,156,1,2/13/2024 21:27:46,R_7elUumO66lH9Iy3,26.6492,-81.6167,EN,1,65,1,4,5,4,3,4,3,5,2,3,3,5,6,4, , , , , , ,-99, , ,-99, , ,2, , , , ,7, , ,1,1, , , , , , , , ,1,6,5,7,7,6,5,1, , ,1, , ,1, , ,3,3,4,4,3,3,4,4,3,3,-99, , ,-99, , ,-99, , , , , ,1,16,12, ,16,8, ,12,9, ,5,40   years,40,5,26,1,1,1,1, , ,26,1,8
2/13/2024 22:23:51,2/13/2024 22:25:56,100,124,1,2/13/2024 22:25:56,R_72ylq19kXv1iwet,41.8812,-87.8457,EN,1,67,1,2,1,4,3,1,3,3,3,3,3,3,3,3, , , , , , ,-99, , ,-99, , ,2, , , , ,2, , ,1,1, , , , , , , , ,2,-99,-99,-99,-99,-99,-99, , , , , , , , , ,3,2,1,2,2,3,2,2,3,2,-99, , ,-99, , ,-99, , , , , ,1,13,13, ,17,10, ,12,4, ,7,40   years,40,5,26,1,1,1, , , ,26,1,8
2/27/2024 11:36:32,2/27/2024 11:55:25,100,1132,1,2/27/2024 11:55:25,R_3EomWhzfeRVEznD,40.399,-86.8575,EN,1,72,1,4,1,6,5,4,2,7,5,3,5,4,3,4,Taking care of my family members is the most important thing to me because my family is everything to me,7,4, , , ,-99, , ,-99, , ,2, , , , ,6,"During the COVID-19 pandemic, I needed the community to completely sterilize my delivery before it could be used", ,2,-99, , , , , , ,It isn't necessary,1,2,-99,-99,-99,-99,-99,-99, , , , , , , , , ,3,1,3,4,2,1,2,1,3,3,-99, , ,-99, , ,-99, , ,I hope the library can hold online family activities to cheer my family up during the COVID-19 pandemic, , ,1,12,13, ,16,10, ,12,4, ,5,40,40,5,26,1,1, ,1, , ,26,1,8
2/25/2024 11:06:50,2/25/2024 11:30:01,100,1390,1,2/25/2024 11:30:01,R_794Ub94AM2dS2ZT,38.3085,-85.816,EN,1,93,1,2,5,7,3,4,5,5,6,6,4,5,5,4, , , ,2, , ,3, , ,5, , ,1,"Health services: Community residents may need easily accessible health services, including medical institutions, clinics, and emergency medical facilities. This may also include preventive care, health education and mental health support.",8,"Elder Care: Provides health services, long-term care, social activities and support to meet the specific needs of older adults. This can be done through senior centers, care facilities, or volunteer organizations.", ,6,Care for the elderly and vulnerable: The impact of the epidemic on the elderly and other vulnerable groups is more pronounced.,1,1,1, , ,Very satisfied,2, , , , ,1,3,5,6,3,6,6,4, , ,4, , ,3, , ,2,3,3,4,4,4,3,4,3,2,3, , ,4, , ,1, , ,"Social connections and ties: Public libraries play an important role as social connections and ties in the community. Public libraries can provide a safe public space for people to meet, communicate and share when social activities are restricted during the pandemic. By organizing activities such as community events, book clubs, lectures and exhibitions, libraries can promote community cohesion and interaction.", , ,1,13,12, ,13,11, ,13,4, ,5,40,40,5,26,1, , , , , ,26,1,8
2/25/2024 12:01:50,2/25/2024 12:29:50,100,1679,1,2/25/2024 12:29:51,R_1Mst41gxbu3ht66,39.8487,-86.3782,EN,1,75,1,5,5,3,6,4,4,3,5,7,3,5,4,5, , , ,3, , ,3, , ,7, , ,1,Culture and the Arts,13,"Community residents may need opportunities and support for cultural and artistic activities, including art exhibitions, concerts, theatre performances and cultural festivals.", ,6,Education support: The pandemic poses challenges for students and schools,6,2,-99, , , , , , ,It isn't necessary,1,1,4,6,7,3,6,6,4, , ,5, , ,2, , ,3,4,2,3,4,3,4,2,3,1,2, , ,4, , ,2, , ,"Emergency information and reliable resources: During an epidemic, public libraries can be an important channel for communities to access reliable information and resources. Libraries can provide information on outbreaks, health guidance and government policies to help people properly understand and respond to outbreaks. In addition, libraries can provide people with information and resources for other emergencies, such as natural disasters, emergency assistance and social services.", , ,1,12,13, ,13,11, ,12,5, ,5,40,40,5,26, ,1, , , , ,26,1,8
3/5/2024 7:04:29,3/5/2024 7:11:55,100,445,1,3/5/2024 7:11:56,R_1Bzv9pZI2KSRQSB,37.1835,-121.7714,EN,1,57,1,5,4,6,3,5,4,6,6,4,5,5,4,4, , , ,5, , ,3, , ,4, , ,2, , , , ,5,No shadow, ,2,-99, , , , , , ,"These services are not used.There is no reason to use these services, and there is no obstacle.",1,2,-99,-99,-99,-99,-99,-99, , , , , , , , , ,4,3,4,4,4,4,1,4,3,3,3, , ,3, , ,2, , ,not, , ,2,13,12, ,14,11, ,12,8, ,5,40,40,5,25, , , , , , ,27,1,8
3/4/2024 7:19:27,3/4/2024 7:28:13,100,526,1,3/4/2024 7:28:14,R_3FrD67n7okZKX2g,40.3044,-86.4689,EN,1,55,1,5,6,6,6,4,5,6,5,5,6,4,6,5, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,4,5,6,5,6,5, , , , , , , , , ,3,3,4,2,3,3,3,4,4,3,-99, , ,-99, , ,-99, , , , , ,1,10,13, ,17,12, ,12,4, ,4,4 years,4,1,26,1,1,1,1, , ,26,1,1
2/13/2024 10:11:05,2/13/2024 10:29:07,100,1081,1,2/13/2024 10:29:07,R_5V7ryzC4qNuGzWi,39.8335,-84.8983,EN,1,99,1,5,3,5,5,4,4,5,6,6,5,6,4,6,Health care and mental health Wayne county has one of the largest drug problems around Also if Reid Health does not come to an agreement with Anthem then their are over fortyfour thousand people that will have to travel fortyfive minutes out of town to find service provider that is in network It is ridiculous that I may not be able to go to a hospital that I work next to and live within four miles of,8,2,7,"Animal care. This county has, I believe, 5 animal shelters, yet there is an over population of animals running the streets and the last couple of year, the county contract to take in strays has had to go to a neighboring county.",2,-99, , ,-99, , ,1,Dealing with stray cats,1,I try to help with TNR program when it comes to cats. Try to catch stray dogs running around.,1,2,no,8,3,-99, , , , , , , , ,1,6,5,5,5,6,4, , , , , , , , , ,4,4,4,4,4,3,3,4,3,4,-99, , ,-99, , ,-99, , ,no, , ,2,11,12, ,17,11, ,12,4, ,4,4 months,4,1,26,1,1, , , , ,26,1,1
2/13/2024 20:54:52,2/13/2024 20:56:48,100,115,1,2/13/2024 20:56:49,R_16VrnNNkOWfoDTz,42.331,-83.3785,EN,1,86,1,4,3,3,7,6,6,5,4,3,3,6,2,2, , , , , , ,-99, , ,-99, , ,1, , , , ,7, , ,1,1, , , , , , , , ,1,4,6,7,6,5,6, , , , , , , , , ,2,4,3,2,3,4,2,2,4,4,-99, , ,-99, , ,-99, , , , , ,1,10,12, ,15,12, ,13,5, ,9,4  years,4,1,26,1,1,1,1, , ,26,1,1
2/13/2024 21:42:40,2/13/2024 21:44:38,100,117,1,2/13/2024 21:44:38,R_77qXYMqsKBQpr28,41.3484,-72.9117,EN,1,96,1,7,4,2,4,6,7,7,2,5,6,5,2,3, , , , , , ,-99, , ,-99, , ,2, , , , ,7, , ,1,1, , , , , , , , ,1,3,4,5,6,3,5,1, , ,1, , ,1, , ,3,4,3,3,3,4,3,3,4,4,-99, , ,-99, , ,-99, , , , , ,1,11,13, ,14,8, ,12,5, ,5,4   years,4,1,26,1,1,1,1, , ,26,1,1
2/19/2024 5:02:00,2/19/2024 5:06:14,100,254,1,2/19/2024 5:06:15,R_66mpLqvZQaFX2fh,37.751,-97.822,EN,1,99,1,4,5,3,3,4,2,4,4,4,5,2,3,6, , , , , , ,-99, , ,-99, , ,1, , , , ,3, , ,3,-99, , , , , , , , ,1,5,3,6,7,3,2,1,NA, ,1,NA, ,1,NA, ,3,2,1,3,1,2,1,4,2,2,-99, , ,-99, , ,-99, , , , , ,1,11,13, ,12,10, ,13,8, ,6,4,4,1,26,1, , , , , ,26,1,1
2/19/2024 5:12:11,2/19/2024 5:15:32,100,200,1,2/19/2024 5:15:32,R_6Kyk8QyuP3BiWP7,37.7325,-83.0298,EN,1,56,1,6,6,3,4,6,3,5,6,2,3,3,4,5, , , , , , ,-99, , ,-99, , ,1, , , , ,2, , ,1,1, , , , , , , , ,1,5,1,5,4,3,5, , , , , , , , , ,2,4,2,3,2,2,4,3,2,4,-99, , ,-99, , ,-99, , , , , ,2,11,12, ,16,8, ,15,10, ,6,4,4,1,26,1, ,1, , , ,26,1,1
3/3/2024 23:52:34,3/4/2024 0:16:35,100,1441,1,3/4/2024 0:16:36,R_1F3usyoXCK5eNgR,37.1835,-121.7714,EN,1,59,1,4,5,4,5,6,5,4,5,4,5,6,6,5, , , , , , ,-99, , ,-99, , ,2, , , , ,4, , ,1,1, , , , , , , , ,2,-99,-99,-99,-99,-99,-99, , , , , , , , , ,3,2,3,4,4,3,4,3,4,4,-99, , ,-99, , ,-99, , , , , ,1,11,12, ,14,12, ,12,4, ,4,4,4,1,26,1,1, , , , ,26,1,1
3/3/2024 2:22:29,3/3/2024 2:28:27,100,358,1,3/3/2024 2:28:28,R_5jhCTDNESlI0JWx,47.6144,-122.3447,EN,1,4,1,5,5,6,6,7,6,6,5,6,6,6,6,5, , , ,4, , ,5, , ,5, , ,1,yes, ,absence, ,1,Not much impact, ,1,1,absence, ,Feeling good,2, , , , ,1,6,7,5,6,6,7,6, , ,4, , ,6, , ,3,3,3,3,3,4,4,3,4,4,4, , ,3, , ,4, , ,Not much impact, , ,1,11,12, ,17,12, ,15,4, ,8,3Years have passed,3,1,26, , , , , , ,26,1,1
3/2/2024 18:57:09,3/2/2024 19:06:39,100,569,1,3/2/2024 19:06:40,R_5OokA17Zmn1pcCl,34.0544,-118.2441,EN,1,56,1,7,5,5,6,7,5,7,7,7,7,7,6,6,Listen to the opinions of the masses, , ,5,5, ,2, , ,3, , ,1,no, ,no, ,7,no, ,1,1,no, ,no,1, , , , ,1,1,1,2,1,1,1,1, , ,1, , ,1, , ,4,4,4,4,4,4,4,4,4,4,4, , ,4, , ,4, , ,no, , ,1,11,13, ,17,10, ,12,7, ,5,3y,3,1,26,1,1,1,1, , ,26,1,1
2/23/2024 9:38:53,2/23/2024 9:48:14,100,561,1,2/23/2024 9:48:15,R_6Q4xCXhON0BZEp2,40.5366,-85.6579,EN,1,67,1,7,7,7,7,3,6,6,6,7,7,7,7,7,Homeless,4, ,7,Homeless,1,7,shower/laundry facilities for homeless,6,7,tranportation for all ages is a big problem,0,1,People come into our library - they are clearly homeless and have hygiene issues.  Clothes are filthy.  All their belonging are in a bag.,4,"I have made calls to churches rescue mission, salvation army, St. Martin's Center to see if help is available.  In addition, our library has now made care/comfort kits for people but they still need a place to get clean.",1,6,"We are still rebounding from Covid and, of course, it's still an issue as is the flu and respiratory illnesses",3,1,2, , , , , , ,i have told people of the services but not used them.,1,1,7,7,7,7,7,7, , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,-99, , ,-99, , ,-99, , , , , ,1,15,13, ,17,11, ,12,4, ,5,39 years,39,5,26, , ,1, , , ,27,1,8
2/13/2024 18:32:31,2/13/2024 18:35:01,100,150,1,2/13/2024 18:35:01,R_5aSYjLYY9DhXClX,43.053,-83.7473,EN,1,61,1,4,5,6,4,7,7,7,4,6,5,5,4,6, , , , , , ,-99, , ,-99, , ,2, , , , ,5, , ,1,1, , , , , , , , ,1,6,7,6,6,6,7, , , , , , , , , ,3,4,4,4,3,4,3,4,3,4,-99, , ,-99, , ,-99, , , , , ,1,12,13, ,16,11, ,12,7, ,5,39 years,39,5,26,1,1,1,1, , ,26,1,8
2/13/2024 18:46:24,2/13/2024 18:49:05,100,161,1,2/13/2024 18:49:05,R_3FLHZLIJPZSl88h,34.2106,-118.8716,EN,1,98,1,5,5,5,6,6,6,6,5,5,4,4,7,5, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,6,5,6,7,6,6, , , , , , , , , ,3,3,3,3,4,4,3,4,3,3,-99, , ,-99, , ,-99, , , , , ,1,12,12, ,16,12, ,12,6, ,5,39 years,39,5,26,1,1,1,1, , ,26,1,8
2/13/2024 22:15:57,2/13/2024 22:18:43,100,165,1,2/13/2024 22:18:43,R_5EupJX33w4l0ech,32.278,-101.4534,EN,1,98,1,7,5,4,5,5,4,6,5,6,6,4,5,5, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,7,6,7,6,6,6, , , , , , , , , ,3,3,4,4,3,3,4,3,4,4,-99, , ,-99, , ,-99, , , , , ,1,12,13, ,16,11, ,12,5, ,5,39 years,39,5,26,1,1,1,1, , ,26,1,8
2/13/2024 22:32:22,2/13/2024 22:34:32,100,129,1,2/13/2024 22:34:32,R_3MtdTpwutpyBaOB,39.7362,-121.8378,EN,1,97,1,5,5,5,7,5,5,6,5,7,5,5,7,6, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,7,6,6,7,6,6, , , , , , , , , ,3,3,4,3,4,3,3,3,3,4,-99, , ,-99, , ,-99, , , , , ,1,12,12, ,16,8, ,12,6, ,5,39 years,39,5,26,1,1,1,1, , ,26,1,8
2/13/2024 22:36:48,2/13/2024 22:39:01,100,133,1,2/13/2024 22:39:02,R_7DpvSeCjKXrBRI7,33.584,-84.2751,EN,1,58,1,6,6,5,4,6,5,5,4,6,6,6,5,5, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,7,6,5,7,6,6, , , , , , , , , ,3,4,4,4,3,4,4,3,4,4,-99, , ,-99, , ,-99, , , , , ,1,12,13, ,16,11, ,12,4, ,5,39 years,39,5,26,1,1,1,1, , ,26,1,8
2/13/2024 23:28:08,2/13/2024 23:30:09,100,121,1,2/13/2024 23:30:10,R_5HhK8VBOnuSascO,25.7689,-80.1946,EN,1,87,1,6,6,7,6,6,6,6,4,6,5,6,6,4, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,7,7,6,5,6,7, , , , , , , , , ,4,4,4,4,3,4,4,4,3,3,-99, , ,-99, , ,-99, , , , , ,1,12,12, ,16,11, ,12,4, ,5,39 years,39,5,26,1,1,1,1, , ,26,1,8
2/13/2024 23:54:10,2/13/2024 23:56:09,100,118,1,2/13/2024 23:56:10,R_171jPBPYU166k1l,36.0084,-83.9705,EN,1,85,1,6,4,5,7,6,4,6,4,4,6,5,5,7, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,6,7,7,6,5,6, , , , , , , , , ,4,4,4,3,4,4,4,3,3,3,-99, , ,-99, , ,-99, , , , , ,1,12,12, ,16,11, ,12,6, ,5,39 years,39,5,26,1,1,1,1, , ,26,1,8
2/14/2024 4:09:00,2/14/2024 4:13:48,100,287,1,2/14/2024 4:13:49,R_1eQl9omHYODJSmd,38.5083,-77.9943,EN,1,66,1,7,5,5,5,5,5,7,6,5,6,7,6,5, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,7,6,7,7,6,6, , , , , , , , , ,3,4,4,3,4,3,3,3,4,3,-99, , ,-99, , ,-99, , , , , ,1,12,12, ,16,11, ,12,5, ,5,39 years,39,5,26,1,1,1,1, , ,26,1,8
2/14/2024 4:25:24,2/14/2024 4:26:58,100,94,1,2/14/2024 4:26:59,R_7vU3j3SAsRyLxF7,34.1027,-118.2231,EN,1,64,1,6,7,4,6,5,6,6,6,5,7,6,7,6, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,7,6,5,6,7,6, , , , , , , , , ,3,4,4,4,3,4,4,4,4,4,-99, , ,-99, , ,-99, , , , , ,1,12,13, ,16,11, ,12,7, ,5,39 years,39,5,26,1,1,1,1, , ,26,1,8
2/14/2024 4:31:26,2/14/2024 4:33:12,100,105,1,2/14/2024 4:33:13,R_1yl731ysjK92QJq,28.1138,-82.3677,EN,1,63,1,7,4,6,6,7,6,7,6,4,7,7,5,6, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,7,6,6,6,6,7, , , , , , , , , ,3,3,3,3,3,3,3,3,3,4,-99, , ,-99, , ,-99, , , , , ,1,12,13, ,16,8, ,12,5, ,5,39 years,39,5,26,1,1,1,1, , ,26,1,8
2/14/2024 5:29:00,2/14/2024 5:30:33,100,92,1,2/14/2024 5:30:33,R_6Yb9JRfD3841Qr2,40.9352,-73.8341,EN,1,65,1,6,6,6,5,5,5,6,4,5,6,6,6,7, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,7,6,6,7,6,6, , , , , , , , , ,3,3,3,3,4,4,3,3,3,4,-99, , ,-99, , ,-99, , , , , ,1,12,13, ,16,11, ,12,5, ,5,39 years,39,5,26,1,1,1,1, , ,26,1,8
2/14/2024 5:33:13,2/14/2024 5:34:48,100,95,1,2/14/2024 5:34:49,R_5oF4t3d1CTqmSrf,34.1416,-80.8886,EN,1,68,1,6,4,5,6,6,6,6,6,6,6,6,5,5, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,7,7,6,7,6,6, , , , , , , , , ,4,3,4,4,3,3,4,3,4,4,-99, , ,-99, , ,-99, , , , , ,1,12,12, ,16,11, ,12,4, ,5,39 years,39,5,26,1,1,1,1, , ,26,1,8
2/14/2024 23:18:20,2/14/2024 23:20:07,100,107,1,2/14/2024 23:20:07,R_5N5DrrYCOb8OiOd,41.871,-87.6289,EN,1,72,1,7,6,4,5,4,6,5,6,5,6,5,6,7, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,7,6,6,7,6,5, , , , , , , , , ,3,3,4,4,3,3,3,3,4,4,-99, , ,-99, , ,-99, , , , , ,1,12,13, ,17,11, ,12,4, ,5,39 years,39,5,26,1,1,1,1, , ,26,1,8
2/14/2024 23:26:09,2/14/2024 23:27:55,100,105,1,2/14/2024 23:27:55,R_3JJF06MLuaPumMC,40.3775,-79.9613,EN,1,68,1,6,6,5,4,5,6,5,5,7,7,5,5,4, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,7,6,5,6,6,6, , , , , , , , , ,4,4,4,4,4,3,4,4,3,3,-99, , ,-99, , ,-99, , , , , ,1,12,12, ,16,11, ,12,6, ,5,39 years,39,5,26,1,1,1,1, , ,26,1,8
